,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
6335,25,Other,9.04,3.47,2.03,1.97,5.08,50,99,10.47,Medium,Yes,Moderate,1
6336,34,Female,9.84,2.74,0.57,5.52,4.63,40,177,11.5,High,No,Moderate,1
6337,31,Male,3.8,2.02,3.95,2.2,4.84,120,153,6.02,High,Yes,Mild,0
6338,33,Other,9.11,3.77,2.49,3.63,7.07,177,86,11.76,High,Yes,Moderate,1
6339,34,Female,8.56,3.37,3.41,2.62,5.32,216,162,9.63,High,No,Severe,1
6340,19,Male,7.56,2.78,1.64,4.53,4.64,62,60,9.52,High,No,Mild,0
6341,27,Female,8.31,5.74,1.39,2.56,5.72,141,114,8.96,High,No,Severe,1
6342,25,Other,10.99,4.5,3.07,1.18,7.2,67,26,12.95,High,No,Severe,1
6343,25,Other,11.43,3.21,1.87,1.08,8.34,213,124,14.12,High,Yes,Severe,1
6344,27,Male,11.4,1.18,0.14,1.47,4.63,65,163,12.07,Low,No,Moderate,1
6345,32,Other,5.33,0.81,1.34,3.81,5.25,108,113,6.62,Low,No,Not addicted,0
6346,22,Male,9.74,3.96,0.07,2.55,4.66,33,161,12.72,Medium,Yes,Moderate,1
6347,34,Other,7.75,4.4,2.11,2.86,8.09,80,65,9.57,High,No,Moderate,1
6348,32,Other,4.36,5.68,3.88,5.83,7.01,157,42,5.75,Low,Yes,Severe,1
6349,23,Male,7.55,1.04,2.82,0.63,5.45,221,163,10.0,Medium,Yes,Moderate,1
6350,20,Other,4.87,2.45,3.1,2.54,6.33,155,146,7.76,High,Yes,Not addicted,0
6351,32,Other,9.11,4.47,0.16,3.05,5.69,177,154,11.64,Low,Yes,Moderate,1
6352,35,Male,3.81,2.9,2.74,0.55,7.99,165,155,6.74,High,Yes,Not addicted,0
6353,34,Male,4.0,5.8,0.39,1.81,7.55,28,42,6.46,Low,No,Severe,1
6354,24,Other,4.77,2.37,3.8,5.12,4.75,245,132,5.37,Medium,Yes,Not addicted,0
6355,31,Female,10.88,4.52,1.79,0.96,6.39,152,120,12.72,Low,Yes,Moderate,1
6356,33,Other,6.8,2.73,2.45,1.9,7.3,247,137,9.0,Medium,Yes,Moderate,1
6357,29,Female,9.79,2.71,3.31,3.52,6.28,196,29,12.06,High,Yes,Moderate,1
6358,21,Female,7.05,3.96,2.22,4.2,8.61,30,75,8.11,Low,Yes,Mild,0
6359,30,Male,6.54,0.69,3.31,5.27,5.97,73,157,9.22,Medium,No,Mild,0
6360,31,Male,7.65,5.05,2.48,3.22,8.0,139,78,9.23,Low,Yes,Moderate,1
6361,21,Female,9.41,3.93,3.7,5.09,7.1,110,41,10.53,Low,Yes,Moderate,1
6362,25,Male,3.2,3.49,1.5,5.83,6.75,41,20,5.61,Low,Yes,Mild,0
6363,28,Female,8.82,4.88,1.83,4.79,6.45,239,169,10.12,High,No,Moderate,1
6364,21,Other,9.3,5.82,0.76,2.43,6.11,159,52,10.53,Medium,Yes,Moderate,1
6365,18,Other,10.72,3.3,1.79,5.75,5.26,242,69,12.18,Low,Yes,Severe,1
6366,21,Female,10.04,6.0,1.36,0.51,5.9,240,102,12.9,Medium,Yes,Severe,1
6367,34,Male,11.51,5.67,3.2,0.78,6.91,120,67,12.88,Medium,Yes,Moderate,1
6368,29,Female,5.75,1.82,3.73,4.55,5.27,159,60,7.79,Low,No,Not addicted,0
6369,27,Other,5.09,3.95,2.48,5.59,7.39,35,30,7.55,High,No,Not addicted,0
6370,20,Other,10.24,2.85,3.49,3.96,8.38,210,31,11.16,Low,Yes,Severe,1
6371,27,Other,10.08,3.2,0.61,3.38,8.15,151,88,11.85,High,Yes,Severe,1
6372,34,Female,3.14,1.21,1.34,0.75,4.97,115,134,5.41,High,Yes,Not addicted,0
6373,26,Female,4.63,5.04,1.22,0.93,7.88,25,160,6.64,Low,Yes,Moderate,1
6374,30,Other,10.19,2.39,2.15,3.61,6.32,48,21,12.37,Medium,No,Severe,1
6375,21,Other,9.33,2.07,3.12,1.6,4.56,35,35,10.41,Medium,Yes,Severe,1
6376,29,Other,7.09,2.23,1.03,4.33,5.26,100,109,9.47,High,No,Mild,0
6377,28,Male,6.29,2.43,1.46,1.31,4.81,20,147,8.01,Low,No,Moderate,1
6378,23,Female,4.55,5.63,2.69,2.09,6.29,172,130,5.45,High,No,Moderate,1
6379,26,Male,10.15,4.44,2.37,3.0,6.44,96,147,12.51,Medium,Yes,Moderate,1
6380,25,Male,9.16,0.67,2.9,3.04,5.21,116,131,11.6,Low,No,Severe,1
6381,34,Male,4.23,3.32,2.5,1.98,6.39,33,160,6.33,Low,No,Not addicted,0
6382,22,Female,10.44,4.45,3.06,0.59,8.02,70,28,12.8,Low,Yes,Moderate,1
6383,25,Female,5.22,3.46,1.64,2.14,6.34,126,150,6.73,Low,No,Not addicted,0
6384,25,Female,11.12,5.98,3.25,1.51,8.53,40,168,11.66,Low,No,Moderate,1
6385,31,Female,8.14,1.97,0.95,4.84,7.66,198,80,9.28,High,No,Severe,1
6386,22,Male,8.84,4.44,0.06,2.94,7.27,183,26,11.72,Low,Yes,Moderate,1
6387,31,Female,9.97,4.85,0.36,2.36,7.35,162,133,10.73,Medium,Yes,Severe,1
6388,31,Male,5.35,4.67,3.61,2.7,6.89,163,163,6.23,High,No,Moderate,1
6389,27,Female,9.55,4.56,2.46,5.94,7.07,198,180,12.34,Medium,No,Moderate,1
6390,34,Male,3.56,5.72,3.83,1.1,5.59,150,169,5.85,Medium,No,Moderate,1
6391,31,Male,8.93,3.61,3.94,5.79,4.96,68,171,11.07,High,Yes,Severe,1
6392,31,Other,11.68,3.16,2.83,2.07,6.77,180,46,14.12,Medium,Yes,Moderate,1
6393,25,Male,11.39,5.34,3.53,1.79,6.11,184,145,12.15,Low,Yes,Moderate,1
6394,20,Male,7.13,3.86,2.82,2.06,5.95,138,32,8.98,Low,No,Mild,0
6395,23,Male,10.74,0.65,0.47,2.64,4.94,201,154,13.15,Medium,Yes,Severe,1
6396,19,Female,6.73,0.66,3.92,5.29,6.2,21,62,8.04,High,Yes,Mild,0
6397,21,Other,7.23,1.83,3.13,2.69,7.44,202,179,8.97,Low,Yes,Moderate,1
6398,22,Male,7.52,2.1,1.64,4.14,6.98,128,74,8.2,High,No,Moderate,1
6399,28,Female,6.74,2.58,1.94,2.91,7.47,20,97,9.49,Medium,Yes,Mild,0
6400,30,Other,8.37,1.02,3.65,1.64,4.59,183,96,9.23,Medium,Yes,Severe,1
6401,31,Female,8.96,3.72,1.72,5.7,6.51,152,124,11.0,High,Yes,Moderate,1
6402,35,Other,4.57,4.93,0.48,5.02,4.55,49,77,6.31,High,No,Severe,1
6403,19,Male,5.61,3.61,3.5,3.15,5.45,80,93,6.35,Low,Yes,Not addicted,0
6404,29,Female,6.21,4.64,3.45,0.8,6.92,23,135,7.98,High,Yes,Moderate,1
6405,29,Male,6.39,4.26,2.82,2.09,5.54,58,21,7.19,Low,Yes,Moderate,1
6406,24,Female,8.13,4.01,2.6,1.99,5.61,135,35,9.21,Low,No,Severe,1
6407,23,Female,8.64,3.54,0.52,1.11,6.25,186,95,11.6,High,No,Moderate,1
6408,20,Female,5.9,5.67,3.93,2.59,7.53,130,30,7.52,Medium,No,Severe,1
6409,20,Female,4.32,1.65,2.92,2.73,8.19,163,71,5.48,Medium,No,Mild,0
6410,21,Female,9.17,5.1,2.38,5.1,4.61,235,145,10.25,Medium,No,Moderate,1
6411,19,Other,6.91,5.61,3.88,5.46,4.82,234,170,8.71,Low,Yes,Moderate,1
6412,28,Female,8.61,3.25,3.86,5.38,7.81,79,60,10.44,High,No,Moderate,1
6413,28,Other,4.05,2.85,2.79,4.33,8.92,118,103,4.78,High,Yes,Not addicted,0
6414,22,Male,11.39,1.44,1.66,3.88,5.39,215,101,13.17,Low,No,Severe,1
6415,28,Other,4.35,0.68,3.65,3.51,5.14,101,52,5.8,High,No,Not addicted,0
6416,24,Other,10.22,3.26,0.36,3.27,7.1,244,24,12.25,High,No,Moderate,1
6417,34,Female,10.2,3.77,0.32,3.07,4.53,216,142,12.92,Medium,Yes,Severe,1
6418,29,Female,9.33,4.55,3.94,5.73,6.42,153,127,9.96,Low,Yes,Severe,1
6419,20,Other,4.33,0.55,1.68,2.49,6.27,46,76,5.84,High,No,Not addicted,0
6420,28,Female,8.34,5.02,1.53,1.99,8.15,203,58,9.16,High,No,Moderate,1
6421,26,Male,10.36,1.94,0.15,4.01,8.11,84,60,11.85,Medium,Yes,Severe,1
6422,22,Female,5.93,4.92,0.43,1.81,4.7,201,82,8.05,Low,Yes,Severe,1
6423,25,Female,3.8,4.75,0.68,3.85,5.83,115,90,6.05,Medium,No,Moderate,1
6424,21,Male,11.58,2.4,1.29,4.03,6.78,91,120,14.14,High,Yes,Severe,1
6425,34,Other,5.71,5.03,0.58,1.11,8.81,58,140,6.64,Medium,Yes,Severe,1
6426,24,Female,10.31,1.79,0.22,2.5,8.84,178,130,12.74,Low,Yes,Severe,1
6427,22,Other,9.36,0.53,3.63,5.51,8.64,133,173,10.95,High,No,Severe,1
6428,18,Other,3.31,4.97,2.14,3.53,8.01,230,102,5.54,Medium,Yes,Severe,1
6429,35,Male,9.4,3.53,0.89,4.33,4.91,150,161,10.98,Low,No,Severe,1
6430,29,Male,4.24,2.28,1.59,1.9,7.84,118,21,6.32,Medium,No,Not addicted,0
6431,18,Female,3.44,3.52,1.35,0.56,7.09,105,142,5.65,Medium,No,Not addicted,0
6432,25,Female,11.15,2.77,0.61,3.45,5.29,216,56,12.47,Medium,Yes,Severe,1
6433,24,Female,3.84,1.58,2.24,3.35,5.69,35,161,5.0,High,No,Mild,0
6434,31,Female,9.41,1.36,3.1,1.97,8.17,98,101,12.4,Medium,No,Moderate,1
6435,24,Other,9.91,4.89,3.61,5.19,8.77,231,37,10.68,High,Yes,Moderate,1
6436,25,Male,10.76,3.48,1.83,1.68,8.62,216,180,12.41,Low,Yes,Moderate,1
6437,20,Female,8.93,2.34,3.89,5.71,5.93,113,124,11.03,Medium,Yes,Moderate,1
6438,30,Male,3.66,3.0,0.55,2.92,7.47,162,139,5.98,High,No,Mild,0
6439,22,Other,5.62,0.65,2.65,4.63,7.91,109,19,8.34,High,Yes,Not addicted,0
6440,22,Male,5.98,4.46,1.48,5.05,7.48,216,70,7.47,High,Yes,Severe,1
6441,32,Female,9.93,4.01,1.12,4.08,8.19,110,109,12.05,Low,No,Severe,1
6442,31,Male,8.11,5.52,0.95,2.07,5.87,65,48,11.09,High,Yes,Severe,1
6443,20,Male,11.36,0.54,2.69,1.66,5.06,27,92,12.62,Medium,Yes,Moderate,1
6444,26,Female,6.2,2.15,1.1,4.97,5.33,63,142,9.11,High,Yes,Mild,0
6445,22,Male,7.36,2.02,0.97,1.94,6.52,194,20,8.52,High,No,Moderate,1
6446,33,Other,11.95,5.5,0.58,3.54,5.18,193,109,13.88,Medium,No,Moderate,1
6447,33,Male,6.14,2.63,1.47,3.53,6.45,245,176,8.51,High,No,Mild,0
6448,18,Other,3.03,4.9,2.72,4.99,4.92,128,52,4.08,High,Yes,Severe,1
6449,24,Other,9.88,3.28,2.69,1.95,8.34,90,113,12.06,High,No,Severe,1
6450,30,Male,9.04,5.81,1.61,2.78,5.33,27,141,10.61,Low,No,Severe,1
6451,25,Other,9.57,3.7,0.45,4.64,6.57,77,89,11.84,Medium,No,Severe,1
6452,27,Female,3.67,3.56,2.75,1.41,5.94,90,163,5.76,Low,No,Not addicted,0
6453,33,Male,10.9,2.43,2.47,0.95,6.81,98,84,12.89,Medium,Yes,Moderate,1
6454,23,Female,9.58,2.31,2.96,4.56,7.48,163,167,11.18,Medium,Yes,Moderate,1
6455,28,Female,6.16,5.06,2.79,3.84,5.9,35,149,7.76,High,Yes,Severe,1
6456,26,Female,7.99,5.68,0.24,4.52,7.52,129,162,8.6,High,Yes,Moderate,1
6457,33,Other,9.56,1.29,1.02,0.59,8.08,219,75,10.84,Medium,No,Severe,1
6458,27,Other,7.12,1.44,2.02,0.85,6.02,100,118,8.08,High,No,Mild,0
6459,33,Female,4.26,3.81,3.21,4.5,8.7,235,49,4.85,Low,Yes,Not addicted,0
6460,19,Other,5.6,5.08,3.43,4.62,6.72,179,168,7.7,High,No,Moderate,1
6461,34,Female,5.75,3.95,3.63,3.3,8.76,137,120,8.66,Medium,Yes,Mild,0
6462,29,Male,8.36,5.45,1.89,4.41,7.81,61,160,10.55,Low,Yes,Severe,1
6463,29,Other,5.52,5.94,1.01,4.49,8.64,168,35,7.78,High,Yes,Severe,1
6464,19,Male,6.29,5.44,0.2,2.62,6.95,193,15,9.05,Medium,Yes,Severe,1
6465,22,Female,9.76,2.02,2.82,1.01,7.73,212,143,10.96,Medium,Yes,Severe,1
6466,25,Male,9.42,4.3,2.24,5.05,5.89,113,23,11.03,Low,Yes,Severe,1
6467,23,Other,5.05,4.49,2.98,2.02,8.96,209,21,6.48,High,Yes,Moderate,1
6468,31,Other,4.16,3.3,2.58,1.34,5.01,46,28,5.3,Low,No,Mild,0
6469,19,Other,5.63,4.1,0.0,4.03,5.91,179,57,8.51,Low,Yes,Moderate,1
6470,35,Male,7.52,2.35,1.58,3.19,6.82,197,49,9.24,Low,No,Mild,0
6471,29,Male,8.08,4.72,2.32,5.39,8.68,84,26,9.04,Low,Yes,Moderate,1
6472,18,Other,3.45,4.18,1.09,3.71,6.07,107,81,4.05,Low,Yes,Severe,1
6473,21,Other,9.94,4.52,2.04,4.79,7.27,90,95,11.67,Medium,No,Severe,1
6474,32,Other,8.59,2.63,3.01,4.51,7.35,41,118,10.72,High,Yes,Severe,1
6475,26,Female,6.5,2.66,2.51,1.51,6.44,190,35,8.28,Low,No,Moderate,1
6476,35,Female,9.28,1.32,1.48,4.01,6.78,101,37,10.76,Low,No,Moderate,1
6477,32,Male,10.05,2.13,2.04,2.11,5.28,27,103,13.02,Low,No,Moderate,1
6478,21,Female,10.89,1.48,2.68,4.73,6.6,187,75,13.39,Low,Yes,Moderate,1
6479,19,Other,11.34,2.33,1.11,1.43,8.75,43,59,12.47,Low,Yes,Severe,1
6480,23,Other,3.26,4.61,2.44,0.58,5.67,58,113,6.09,High,No,Moderate,1
6481,25,Other,6.41,3.07,3.98,2.19,8.52,112,48,9.12,Medium,Yes,Moderate,1
6482,18,Other,4.87,4.27,3.72,0.64,5.52,63,138,7.21,Medium,No,Severe,1
6483,30,Male,5.9,1.36,2.96,3.12,6.71,204,156,8.5,Low,Yes,Not addicted,0
6484,28,Other,11.76,5.8,0.85,0.62,5.61,116,94,14.26,Low,No,Severe,1
6485,18,Male,4.49,0.95,2.26,4.92,7.32,178,29,6.98,High,Yes,Mild,0
6486,21,Other,3.18,3.03,0.53,4.22,5.09,227,26,5.14,Medium,Yes,Not addicted,0
6487,31,Other,9.19,5.25,1.09,3.29,5.16,178,38,10.3,Low,No,Moderate,1
6488,21,Female,7.62,5.67,1.93,3.07,5.28,175,64,8.7,Low,No,Severe,1
6489,20,Other,4.71,5.91,3.42,1.13,7.16,117,180,6.73,Medium,No,Severe,1
6490,20,Male,9.61,3.02,0.24,3.51,6.04,107,141,11.09,Medium,Yes,Severe,1
6491,29,Other,5.0,5.46,1.06,4.06,7.64,135,74,6.93,Low,No,Severe,1
6492,32,Female,11.71,2.04,2.69,3.88,8.11,129,20,14.04,High,Yes,Severe,1
6493,18,Male,10.7,1.92,1.28,1.7,4.87,182,21,13.58,Medium,No,Severe,1
6494,21,Female,11.44,3.96,2.91,4.25,7.5,163,140,13.76,High,No,Moderate,1
6495,28,Female,3.08,5.22,0.82,4.58,8.7,115,87,4.86,High,Yes,Severe,1
6496,23,Male,5.87,3.9,1.96,3.52,5.45,57,70,7.84,Low,Yes,Not addicted,0
6497,28,Male,6.03,2.42,0.62,5.47,8.06,241,175,8.63,Low,No,Mild,0
6498,29,Male,9.27,3.49,3.92,0.73,6.68,220,160,10.98,Low,Yes,Moderate,1
6499,35,Male,8.21,3.57,2.02,0.55,6.83,163,100,8.83,Low,Yes,Moderate,1
6500,25,Female,4.16,0.67,1.6,3.59,4.63,78,141,5.35,Medium,Yes,Not addicted,0
6501,18,Other,7.05,4.85,2.01,5.59,7.22,197,88,9.64,Medium,No,Moderate,1
6502,21,Female,3.43,1.69,2.31,1.83,7.12,232,178,5.8,High,Yes,Mild,0
6503,30,Male,3.02,3.22,2.3,0.95,7.22,84,165,3.95,Medium,Yes,Not addicted,0
6504,33,Male,10.84,5.72,3.17,0.8,5.89,167,160,12.57,Low,No,Severe,1
6505,21,Other,5.68,5.47,0.88,1.04,8.54,180,124,7.4,Medium,Yes,Moderate,1
6506,20,Female,3.51,2.22,3.78,1.59,7.92,95,57,5.87,Medium,No,Not addicted,0
6507,29,Other,6.35,1.96,0.38,4.0,5.31,222,94,7.31,High,Yes,Moderate,1
6508,28,Other,10.71,2.69,2.03,2.12,6.32,187,151,12.06,High,No,Moderate,1
6509,35,Female,11.44,1.83,0.06,5.81,5.04,65,135,14.27,Low,No,Moderate,1
6510,22,Male,11.22,5.18,0.26,2.26,8.3,134,45,12.77,High,Yes,Moderate,1
6511,21,Female,11.05,1.11,1.12,5.59,8.9,73,23,11.78,Medium,No,Moderate,1
6512,29,Other,7.03,0.7,0.41,1.85,7.46,25,52,9.45,High,No,Moderate,1
6513,21,Male,9.04,1.2,3.07,2.01,5.76,56,151,10.1,Medium,Yes,Moderate,1
6514,28,Female,5.39,0.71,2.03,5.49,5.07,173,134,7.4,Medium,No,Mild,0
6515,22,Female,6.7,4.47,2.85,5.84,5.41,111,121,9.26,Low,Yes,Severe,1
6516,20,Other,11.05,4.5,1.24,4.4,6.16,131,47,13.42,Medium,No,Moderate,1
6517,20,Female,6.64,4.2,3.73,2.81,5.49,240,86,8.58,Medium,Yes,Severe,1
6518,30,Female,5.27,2.98,2.86,3.27,4.75,236,165,7.91,High,Yes,Not addicted,0
6519,28,Female,7.25,1.96,2.52,4.89,5.74,193,66,9.96,High,No,Mild,0
6520,24,Female,9.82,1.56,1.67,4.24,6.69,91,144,10.58,High,No,Severe,1
6521,25,Female,3.93,5.24,0.58,4.55,5.31,58,104,5.84,Medium,No,Moderate,1
6522,33,Other,5.86,1.55,0.42,4.89,5.82,198,35,8.79,Medium,No,Mild,0
6523,28,Other,9.64,0.63,3.85,5.6,5.99,206,109,10.83,Low,No,Severe,1
6524,31,Male,4.08,1.94,0.61,5.65,5.54,55,155,5.0,High,No,Mild,0
6525,22,Other,5.24,2.29,0.92,2.03,5.31,50,72,7.99,Low,No,Mild,0
6526,33,Female,4.97,2.3,3.68,3.99,8.94,33,171,6.91,High,Yes,Mild,0
6527,29,Other,7.92,3.91,3.85,1.85,5.67,58,146,8.53,Low,No,Mild,0
6528,27,Male,6.29,2.92,2.37,4.35,6.7,108,87,8.84,High,No,Moderate,1
6529,29,Male,5.25,5.61,1.54,5.58,6.44,23,128,7.79,High,Yes,Severe,1
6530,32,Female,5.55,4.36,1.53,5.12,8.36,165,126,6.68,Medium,Yes,Moderate,1
6531,33,Male,10.92,2.09,2.45,2.59,6.27,91,123,12.12,High,No,Moderate,1
6532,32,Male,11.33,5.3,1.12,2.75,4.77,240,107,13.53,Low,No,Moderate,1
6533,27,Other,7.37,1.58,3.52,2.32,4.52,88,21,10.26,High,Yes,Mild,0
6534,32,Other,9.65,5.38,1.59,3.59,5.93,150,170,10.42,High,Yes,Moderate,1
6535,20,Male,10.64,1.96,0.11,3.74,5.91,223,151,11.4,Medium,Yes,Moderate,1
6536,32,Female,3.02,5.92,2.45,3.35,5.94,237,75,3.98,Medium,Yes,Moderate,1
6537,20,Female,10.18,3.72,0.6,3.28,8.17,206,141,11.53,Low,No,Severe,1
6538,35,Male,10.34,2.41,2.64,2.73,5.62,172,142,13.14,High,No,Severe,1
6539,28,Other,5.74,1.05,1.84,4.7,7.22,245,45,7.28,Medium,No,Not addicted,0
6540,30,Female,4.96,5.64,1.24,3.72,7.44,100,172,7.83,Low,No,Moderate,1
6541,29,Other,10.07,4.04,2.69,4.06,7.03,34,85,12.08,Medium,Yes,Moderate,1
6542,26,Other,4.01,0.56,0.03,3.89,6.9,138,179,4.93,High,Yes,Mild,0
6543,27,Other,7.05,1.6,0.77,1.2,6.19,197,112,8.61,High,No,Mild,0
6544,34,Other,4.8,3.1,0.02,3.69,6.73,76,42,7.24,Low,No,Mild,0
6545,33,Female,3.41,2.43,1.18,3.95,6.72,146,94,4.06,Low,No,Mild,0
6546,21,Female,6.74,0.66,1.81,4.69,7.13,242,148,8.14,Medium,No,Mild,0
6547,29,Other,6.47,2.81,0.74,3.47,8.71,214,91,7.09,High,Yes,Moderate,1
6548,22,Female,6.98,4.69,3.53,0.71,5.9,227,26,8.81,Medium,Yes,Severe,1
6549,20,Male,8.81,4.16,1.93,1.55,4.58,58,137,11.05,Medium,No,Severe,1
6550,22,Other,9.68,2.47,0.12,0.71,7.96,222,83,11.86,Medium,No,Severe,1
6551,18,Female,10.33,3.19,1.12,5.01,6.05,202,62,11.26,Low,No,Moderate,1
6552,26,Other,4.73,2.14,0.54,4.22,7.11,189,71,5.62,Low,No,Not addicted,0
6553,29,Female,8.16,2.68,2.98,2.98,4.66,150,149,9.56,Medium,Yes,Moderate,1
6554,26,Male,8.43,4.14,2.52,0.58,7.55,84,36,10.69,Medium,No,Severe,1
6555,27,Male,6.83,1.68,3.04,2.16,6.92,206,88,9.41,High,No,Mild,0
6556,34,Female,8.13,2.13,2.56,2.9,6.35,201,90,9.86,High,Yes,Severe,1
6557,33,Female,3.88,5.74,2.28,1.15,7.88,243,26,5.47,Medium,No,Moderate,1
6558,21,Female,5.01,4.6,0.12,1.35,7.44,142,150,6.31,Medium,Yes,Severe,1
6559,18,Male,10.56,3.6,0.77,2.54,7.7,147,35,12.22,Low,Yes,Moderate,1
6560,25,Male,11.68,1.16,0.58,2.56,4.82,52,180,14.11,High,Yes,Moderate,1
6561,21,Male,8.4,3.84,3.84,5.59,6.85,196,136,9.53,Medium,Yes,Moderate,1
6562,26,Female,6.71,0.66,1.83,2.97,6.27,88,43,9.62,Low,Yes,Mild,0
6563,29,Male,6.82,5.73,2.98,3.94,9.0,234,87,9.08,Medium,Yes,Moderate,1
6564,34,Other,7.59,4.9,2.25,3.47,5.81,141,135,10.23,Low,Yes,Moderate,1
6565,20,Other,7.99,4.31,3.56,4.37,5.91,81,23,10.92,High,No,Moderate,1
6566,18,Other,5.33,4.39,1.62,5.11,6.92,160,53,5.96,Medium,Yes,Moderate,1
6567,22,Other,5.97,5.81,3.4,3.73,7.4,80,60,6.63,Medium,No,Severe,1
6568,31,Female,10.68,5.8,2.23,4.71,8.48,41,94,12.2,High,No,Moderate,1
6569,20,Other,10.27,2.5,1.68,2.8,6.02,70,171,11.11,Low,Yes,Moderate,1
6570,22,Male,11.69,5.07,1.0,3.38,7.47,32,130,14.68,High,Yes,Severe,1
6571,32,Male,7.43,0.62,2.25,1.81,5.25,65,61,9.25,Low,Yes,Mild,0
6572,29,Female,11.37,1.58,2.74,3.39,8.44,137,42,13.29,Low,Yes,Severe,1
6573,20,Male,6.95,3.8,2.06,0.73,5.88,172,131,9.19,Low,Yes,Mild,0
6574,30,Female,3.11,3.14,3.61,5.07,7.1,153,131,3.7,Low,No,Mild,0
6575,29,Other,7.27,4.46,3.96,2.74,6.6,131,69,8.07,Medium,Yes,Moderate,1
6576,21,Male,9.41,5.68,2.47,4.84,5.34,207,73,11.37,High,No,Moderate,1
6577,19,Other,6.17,5.53,1.71,1.13,8.24,188,118,7.2,High,No,Severe,1
6578,34,Other,8.98,4.86,0.14,3.97,8.49,237,168,10.71,Low,No,Moderate,1
6579,19,Male,11.8,2.48,3.54,3.21,5.07,124,177,13.29,Low,No,Severe,1
6580,29,Female,9.75,2.93,0.52,5.63,6.65,168,39,12.63,Medium,Yes,Severe,1
6581,35,Female,11.06,1.01,2.74,2.86,5.8,119,25,13.12,Low,Yes,Moderate,1
6582,32,Female,4.54,2.65,0.55,1.31,6.56,33,90,5.93,High,Yes,Not addicted,0
6583,35,Other,6.34,4.22,2.05,0.84,7.72,137,118,8.4,High,No,Moderate,1
6584,33,Male,4.39,1.06,0.12,3.79,6.47,42,133,5.31,High,No,Mild,0
6585,35,Male,11.55,2.52,1.31,3.79,8.33,108,66,12.74,Low,Yes,Severe,1
6586,21,Male,5.64,5.28,0.31,4.43,4.76,204,109,7.01,High,No,Severe,1
6587,23,Female,11.23,4.62,3.16,1.07,5.16,61,120,13.46,Low,Yes,Severe,1
6588,21,Male,8.54,2.77,2.87,2.47,7.9,21,72,9.91,Medium,Yes,Severe,1
6589,30,Other,10.27,1.93,1.91,5.17,6.28,180,101,11.94,Low,No,Severe,1
6590,26,Male,8.24,1.45,0.2,1.21,8.5,187,112,9.68,Medium,Yes,Moderate,1
6591,31,Male,9.92,4.45,1.91,3.6,8.94,58,126,11.46,Medium,Yes,Severe,1
6592,35,Male,4.23,1.63,2.42,1.03,8.43,26,55,6.31,Medium,Yes,Mild,0
6593,24,Female,10.87,5.5,0.58,3.72,4.92,145,175,11.85,Medium,Yes,Severe,1
6594,23,Female,7.34,2.14,0.19,4.57,4.72,65,41,9.4,Low,No,Mild,0
6595,27,Male,11.91,5.88,1.82,5.67,8.39,157,55,13.05,High,Yes,Moderate,1
6596,20,Male,7.03,3.96,3.35,4.38,7.57,140,82,7.81,Low,Yes,Mild,0
6597,27,Male,7.18,5.86,2.71,5.84,6.85,223,112,7.89,Medium,No,Severe,1
6598,34,Female,5.15,2.67,1.7,2.07,5.01,226,68,7.92,Medium,No,Mild,0
6599,32,Male,4.39,2.52,3.98,4.5,5.92,203,109,5.68,Low,No,Not addicted,0
6600,24,Other,7.66,3.69,0.55,1.09,8.57,169,46,10.33,High,Yes,Moderate,1
6601,25,Other,3.93,4.98,0.73,1.27,6.86,28,76,5.07,Low,Yes,Severe,1
6602,19,Male,7.5,0.75,1.56,0.98,4.89,60,108,9.98,High,No,Mild,0
6603,33,Male,11.22,5.67,0.06,3.08,7.97,37,64,13.56,High,Yes,Moderate,1
6604,21,Male,10.0,5.35,0.71,4.03,6.57,159,92,10.65,High,Yes,Severe,1
6605,26,Other,9.85,3.81,3.86,3.38,6.1,179,155,11.81,High,Yes,Moderate,1
6606,29,Male,7.72,1.49,3.04,2.25,6.0,222,18,10.5,High,Yes,Moderate,1
6607,19,Male,7.36,4.46,0.95,2.4,7.85,158,97,9.0,High,No,Moderate,1
6608,23,Male,9.48,2.42,0.81,2.8,7.14,152,94,11.29,High,Yes,Severe,1
6609,19,Male,9.27,5.22,0.07,2.96,8.25,30,37,12.22,High,No,Severe,1
6610,25,Other,8.23,3.38,0.16,4.76,6.07,180,142,11.13,High,No,Severe,1
6611,24,Male,8.97,1.3,2.31,1.58,4.65,147,94,9.88,Low,Yes,Moderate,1
6612,19,Male,5.8,4.7,2.24,0.79,7.04,89,24,7.32,Low,No,Moderate,1
6613,24,Other,6.89,4.69,3.99,4.42,7.82,175,59,9.23,Low,Yes,Severe,1
6614,31,Male,5.21,1.39,3.25,3.8,4.93,173,170,5.91,Medium,No,Mild,0
6615,25,Male,4.95,3.33,1.48,0.87,7.42,27,24,5.65,High,No,Not addicted,0
6616,26,Other,10.25,4.84,1.2,4.86,7.75,55,79,12.19,Medium,Yes,Severe,1
6617,30,Female,4.11,5.42,3.45,5.04,6.2,164,19,5.71,High,No,Severe,1
6618,28,Other,9.09,1.17,3.29,3.6,8.28,220,59,12.06,Medium,Yes,Severe,1
6619,19,Male,3.65,3.13,3.84,2.18,5.01,242,141,5.03,Low,No,Not addicted,0
